device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF4Flops,MFMAF4FlopsLow,MFMAF4FlopsHigh,MFMAF6Flops,MFMAF6FlopsLow,MFMAF6FlopsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,3655.6462,3652.2488,3659.0437,5082.7046,5073.0933,5092.3159,19079.998,19076.668,19083.328,25296.258,25279.494,25313.021,54626.246,54594.93,54657.562,62559.125,62533.844,62584.406,29729.227,29719.439,29739.014,4218.3633,4217.8696,4218.8569,95716.711,95641.812,95791.609,50143.566,50102.898,50184.234,62289.184,62267.539,62310.828,53126.215,53110.738,53141.691,15005.286,15002.931,15007.642,0,0,0,0,0,0,1439459.2,1438285.4,1440633.1,707962.62,707808.62,708116.62,392753.19,392585.12,392921.25,106338,106310.5,106365.5,110409.2,110363.52,110454.89,746736.81,746453.38,747020.25
