device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF4Flops,MFMAF4FlopsLow,MFMAF4FlopsHigh,MFMAF6Flops,MFMAF6FlopsLow,MFMAF6FlopsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,847.63556,827.68219,867.58893,0,0,0,4374.9497,4374.4478,4375.4517,7280.248,7104.4292,7456.0669,14330.582,13869.816,14791.348,0,0,0,9546.5547,9534.5723,9558.5371,1038.223,1037.9596,1038.4865,17813.68,17667.912,17959.447,17322.898,17164.564,17481.232,17673.615,17670.041,17677.189,16610.117,16504.207,16716.027,4589.5508,4572.9585,4606.1431,0,0,0,0,0,0,0,0,0,145462.52,145233.97,145691.06,75928.742,75764.055,76093.43,36518.426,36459.258,36577.594,35882.578,35490.477,36274.68,147508.44,147274.2,147742.67
