workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
sample-8-fixed,./sample-8-fixed,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Thu Mar 26 12:25:47 2026 (CET),3,g1342,AMD EPYC 7A53 64-Core Processor,HPE2.2.0,Red Hat Enterprise Linux 9.6 (Plow),5.14.0-570.69.1.el9_6.x86_64,6.12.12,263506272,67092480,7.2.0,113-D65201-047,SPX,N/A,MI200,MI210,gfx90a,29704,16,8192,110,4,8,64,1024,32,1700,1500,1700,1500,32,32,32,56,4,1,32
