workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
sample-2,./sample-2,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Fri Mar 27 10:19:06 2026 (CET),3,a1008,AMD Instinct MI300A Accelerator,HPE1.7.1,Red Hat Enterprise Linux 9.6 (Plow),5.14.0-570.69.1.el9_6.x86_64,6.12.12,526258204,134217728,7.2.0,,SPX,NPS1,MI300,MI300A_A1,gfx942,29856,32,4096,228,4,24,64,1024,32,2100,2100,2100,2100,16,96,32,120,4,6,128
